"Date","Price","Open","High","Low","Vol.","Change %"
"06-08-2021","87.3060","87.6905","87.7920","87.2045","66.52K","-0.42%"
"05-08-2021","87.6730","87.8015","87.9775","87.6610","80.04K","-0.09%"
"04-08-2021","87.7550","88.0920","88.2460","87.7560","75.56K","-0.35%"
"03-08-2021","88.0590","88.2455","88.3570","88.0105","61.36K","-0.20%"
"02-08-2021","88.2360","88.2015","88.4535","88.1825","50.11K","0.00%"
"30-07-2021","88.2380","88.2660","88.6405","88.1050","65.00K","-0.01%"
"29-07-2021","88.2480","88.2455","88.3070","87.9970","84.79K","0.04%"
"28-07-2021","88.2110","88.0410","88.2860","87.7090","97.76K","0.23%"
"27-07-2021","88.0120","87.7510","88.2240","87.6635","69.23K","0.35%"
"26-07-2021","87.7020","87.6600","87.9185","87.5615","53.75K","0.12%"
"23-07-2021","87.5980","87.6260","87.7830","87.4880","75.35K","-0.03%"
"22-07-2021","87.6280","87.8510","88.0420","87.5365","66.09K","-0.23%"
"21-07-2021","87.8340","87.8170","87.9445","87.6300","64.86K","0.05%"
"20-07-2021","87.7890","88.3395","88.4705","87.6985","102.43K","-0.59%"
"19-07-2021","88.3090","88.0995","88.5620","88.0435","81.43K","0.27%"
"16-07-2021","88.0720","88.0735","88.1850","87.9610","75.57K","0.03%"
"15-07-2021","88.0470","88.1500","88.3435","87.9350","78.23K","-0.09%"
"14-07-2021","88.1230","87.8490","88.2575","87.8125","57.83K","0.34%"
"13-07-2021","87.8220","88.4255","88.5025","87.7960","62.25K","-0.64%"
"12-07-2021","88.3850","88.4310","88.6045","88.2755","78.37K","-0.06%"
"09-07-2021","88.4360","88.5220","88.5825","88.2375","55.55K","-0.07%"
"08-07-2021","88.4950","88.2040","88.7750","88.0550","63.72K","0.37%"
"07-07-2021","88.1700","88.1965","88.4605","88.0710","63.21K","0.00%"
"06-07-2021","88.1710","88.1630","88.4250","88.0660","95.35K","0.07%"
"05-07-2021","88.1130","88.3930","88.4610","88.0825","55.77K","-0.33%"
"02-07-2021","88.4010","88.3595","88.6140","88.1740","67.35K","0.07%"
"01-07-2021","88.3390","88.1895","88.5785","88.0170","57.34K","0.21%"
"30-06-2021","88.1540","88.3945","88.6200","88.0470","62.81K","-0.24%"
"29-06-2021","88.3680","88.5805","88.6290","88.2665","59.52K","-0.22%"
"28-06-2021","88.5600","88.5815","88.7140","88.4045","52.99K","0.01%"
"25-06-2021","88.5550","88.5200","88.7850","88.4295","65.66K","0.07%"
"24-06-2021","88.4970","88.4385","88.6670","88.3760","81.80K","0.10%"
"23-06-2021","88.4120","88.7545","88.7940","88.3795","68.51K","-0.36%"
"22-06-2021","88.7350","88.3525","88.8620","88.0965","82.11K","0.47%"
"21-06-2021","88.3180","87.9655","88.4750","87.8470","112.37K","0.49%"
"18-06-2021","87.8830","88.3410","88.4860","87.8335","104.40K","-0.47%"
"17-06-2021","88.2970","87.9005","88.6155","87.8090","90.68K","0.47%"
"16-06-2021","87.8800","88.9635","89.0535","87.8820","81.87K","-1.18%"
"15-06-2021","88.9300","88.6930","89.0325","88.6530","63.72K","0.29%"
"14-06-2021","88.6720","88.6995","88.8280","88.4565","51.67K","0.01%"
"11-06-2021","88.6640","88.9385","89.0460","88.5475","81.64K","-0.29%"
"10-06-2021","88.9190","88.8995","89.0875","88.7225","79.84K","0.05%"
"09-06-2021","88.8750","88.8080","89.1295","88.7580","60.22K","0.10%"
"08-06-2021","88.7870","88.7535","88.9315","88.5810","60.95K","0.08%"
"07-06-2021","88.7190","88.6680","88.8430","88.4320","49.94K","0.10%"
"04-06-2021","88.6340","88.5965","88.7825","88.3490","67.80K","0.09%"
"03-06-2021","88.5540","89.0840","89.3260","88.4745","64.42K","-0.57%"
"02-06-2021","89.0650","88.9975","89.5805","88.9300","72.39K","0.11%"
"01-06-2021","88.9690","88.6685","89.2685","88.6360","78.90K","0.37%"
"31-05-2021","88.6450","88.2825","88.7080","88.2210","79.34K","0.43%"
"28-05-2021","88.2630","88.6625","88.6810","87.9905","69.22K","-0.43%"
"27-05-2021","88.6430","88.6665","88.7580","88.4005","90.33K","0.00%"
"26-05-2021","88.6460","89.1850","89.2360","88.5900","82.37K","-0.59%"
"25-05-2021","89.1680","88.9605","89.2795","88.9385","96.64K","0.24%"
"24-05-2021","88.9550","88.7900","89.1355","88.7015","92.08K","0.31%"
"21-05-2021","88.6840","89.2865","89.4020","88.5620","100.70K","-0.65%"
"20-05-2021","89.2620","89.1160","89.3230","89.0315","103.58K","0.17%"
"19-05-2021","89.1110","89.2880","89.6195","88.9530","99.80K","-0.17%"
"18-05-2021","89.2670","89.1240","89.3560","88.8615","92.41K","0.18%"
"17-05-2021","89.1030","88.9860","89.2055","88.7760","86.68K","0.14%"
"14-05-2021","88.9740","88.7640","89.0630","88.6095","78.26K","0.27%"
"13-05-2021","88.7370","88.7680","89.0665","88.6280","99.80K","-0.02%"
"12-05-2021","88.7580","89.1360","89.2210","88.6705","104.27K","-0.40%"
"11-05-2021","89.1150","89.0995","89.4560","88.9720","122.46K","0.03%"
"10-05-2021","89.0880","89.0840","89.3775","89.0075","115.10K","-0.01%"
"07-05-2021","89.0960","88.8120","89.2440","88.6235","93.24K","0.34%"
"06-05-2021","88.7910","88.6090","89.0200","88.5225","112.41K","0.22%"
"05-05-2021","88.5970","88.6200","88.9025","88.5080","126.00K","-0.01%"
"04-05-2021","88.6080","89.0565","89.0795","88.5905","120.70K","-0.47%"
"03-05-2021","89.0220","89.1440","89.3545","88.9770","72.46K","0.03%"
"30-04-2021","88.9930","89.7795","89.9325","88.9675","99.01K","-0.88%"
"29-04-2021","89.7820","90.3300","90.5130","89.6015","109.25K","-0.58%"
"28-04-2021","90.3030","90.1940","90.4010","89.6825","91.66K","0.16%"
"27-04-2021","90.1600","90.3060","90.4095","89.9595","122.12K","-0.12%"
"26-04-2021","90.2660","90.6165","90.7965","90.2530","98.70K","-0.42%"
"23-04-2021","90.6460","90.2570","90.6690","90.0005","97.02K","0.44%"
"22-04-2021","90.2450","90.7905","90.8745","90.0915","116.29K","-0.57%"
"21-04-2021","90.7620","90.7530","90.9210","90.5310","117.32K","0.06%"
"20-04-2021","90.7050","90.1015","90.9265","89.9035","111.40K","0.71%"
"19-04-2021","90.0670","89.3290","90.2145","89.0155","84.57K","0.85%"
"16-04-2021","89.3090","89.4290","89.4955","88.9110","109.46K","-0.10%"
"15-04-2021","89.4020","89.9220","90.2160","89.4110","129.95K","-0.55%"
"14-04-2021","89.8950","89.9330","90.0255","89.7625","109.50K","-0.02%"
"13-04-2021","89.9130","89.3210","90.0070","89.1820","105.16K","0.69%"
"12-04-2021","89.2940","88.8670","89.5360","88.8180","100.15K","0.41%"
"09-04-2021","88.9270","88.8430","89.1485","88.6795","85.78K","0.11%"
"08-04-2021","88.8300","88.2525","89.0120","88.1010","88.86K","0.65%"
"07-04-2021","88.2560","87.2700","88.6585","87.1605","107.99K","1.14%"
"06-04-2021","87.2650","86.6190","87.2955","86.4325","83.96K","0.81%"
"05-04-2021","86.5680","86.3080","86.6665","86.0265","41.04K","0.31%"
"02-04-2021","86.2980","86.3625","86.4655","86.1870","49.28K","-0.05%"
"01-04-2021","86.3380","85.8070","86.3880","85.7335","115.00K","0.66%"
"31-03-2021","85.7750","86.0485","86.2905","85.7225","111.20K","-0.29%"
"30-03-2021","86.0280","85.5890","86.4015","85.5500","75.75K","0.54%"
"29-03-2021","85.5660","85.6495","85.7745","85.3665","84.94K","-0.07%"
"26-03-2021","85.6220","85.4795","85.7490","85.2475","104.39K","0.17%"
"25-03-2021","85.4770","85.7565","85.9520","85.4650","113.45K","-0.31%"
"24-03-2021","85.7430","85.9845","86.1160","85.7275","128.90K","-0.25%"
"23-03-2021","85.9570","86.3710","86.4440","85.9160","98.64K","-0.47%"
"22-03-2021","86.3590","86.1640","86.4610","85.9515","101.76K","0.21%"
"19-03-2021","86.1790","86.6225","86.6690","86.0965","110.85K","-0.50%"
"18-03-2021","86.6100","86.9315","87.0005","86.5150","101.35K","-0.34%"
"17-03-2021","86.9090","86.3365","86.9825","86.2485","103.76K","0.72%"
"16-03-2021","86.2870","86.5270","86.6630","86.1985","99.17K","-0.26%"
"15-03-2021","86.5140","86.8795","86.9990","86.3500","99.07K","-0.41%"
"12-03-2021","86.8670","87.1165","87.1640","86.6290","109.70K","-0.28%"
"11-03-2021","87.1120","86.7455","87.1710","86.6330","106.44K","0.45%"
"10-03-2021","86.7190","86.6035","86.9375","86.4740","116.12K","0.16%"
"09-03-2021","86.5770","86.9095","86.9555","86.5810","132.37K","-0.33%"
"08-03-2021","86.8680","87.2575","87.3375","86.8535","124.32K","-0.39%"
"05-03-2021","87.2090","87.0540","87.5505","86.9305","123.78K","0.20%"
"04-03-2021","87.0320","87.9910","88.0875","87.0035","132.20K","-1.06%"
"03-03-2021","87.9680","88.5820","88.6085","87.7315","127.39K","-0.66%"
"02-03-2021","88.5520","88.4455","88.6520","88.0740","119.35K","0.15%"
"01-03-2021","88.4200","89.3085","89.4790","88.3245","140.96K","-0.93%"
"26-02-2021","89.2510","88.5710","89.7820","88.2980","160.24K","0.78%"
"25-02-2021","88.5630","88.0625","89.0400","87.8935","181.37K","0.62%"
"24-02-2021","88.0210","87.9440","88.1670","87.7090","132.83K","0.10%"
"23-02-2021","87.9340","88.0705","88.2085","87.8900","151.90K","-0.12%"
"22-02-2021","88.0440","87.9330","88.1935","87.5645","113.58K","0.15%"
"19-02-2021","87.9090","87.7625","88.0595","87.6865","130.86K","0.20%"
"18-02-2021","87.7350","87.6785","87.8650","87.5170","129.98K","0.10%"
"17-02-2021","87.6470","88.2165","88.2550","87.5550","138.05K","-0.62%"
"16-02-2021","88.1970","88.0815","88.5015","88.0525","127.17K","0.14%"
"15-02-2021","88.0710","88.0070","88.2690","87.9565","89.35K","0.14%"
"12-02-2021","87.9520","88.1975","88.3190","87.7350","98.48K","-0.25%"
"11-02-2021","88.1710","88.2130","88.4755","88.0955","105.54K","-0.02%"
"10-02-2021","88.1920","88.2940","88.4695","88.1930","127.85K","-0.10%"
"09-02-2021","88.2770","87.8755","88.3370","87.8440","137.07K","0.47%"
"08-02-2021","87.8660","87.6835","87.9650","87.5865","153.60K","0.21%"
"05-02-2021","87.6780","87.2835","87.7460","87.1525","110.88K","0.48%"
"04-02-2021","87.2630","87.6295","87.7635","87.2375","122.37K","-0.40%"
"03-02-2021","87.6120","87.8180","87.9335","87.4600","147.00K","-0.19%"
"02-02-2021","87.7780","88.1715","88.3910","87.6125","172.34K","-0.44%"
"01-02-2021","88.1630","88.5085","88.7335","88.1570","157.78K","-0.32%"
"29-01-2021","88.4440","88.4190","88.5855","88.2280","186.88K","0.05%"
"28-01-2021","88.4000","88.4875","88.6265","88.2865","210.41K","-0.09%"
"27-01-2021","88.4760","88.6685","88.7605","88.0955","162.16K","-0.19%"
"26-01-2021","88.6440","88.5710","88.7580","88.4665","115.47K","0.10%"
"25-01-2021","88.5520","88.8080","88.9100","88.4085","115.73K","-0.27%"
"22-01-2021","88.7950","88.7605","89.0040","88.7230","114.44K","0.07%"
"21-01-2021","88.7340","88.2710","88.8310","88.2450","125.00K","0.55%"
"20-01-2021","88.2500","88.7710","88.9380","88.1330","118.09K","-0.56%"
"19-01-2021","88.7500","88.3965","88.8835","88.3635","104.59K","0.43%"
"18-01-2021","88.3730","88.3775","88.5100","88.2280","97.65K","0.07%"
"15-01-2021","88.3140","88.8250","88.8815","88.2970","110.81K","-0.57%"
"14-01-2021","88.8240","88.9565","89.0515","88.5555","107.56K","-0.13%"
"13-01-2021","88.9410","89.4005","89.4595","88.7165","110.09K","-0.47%"
"12-01-2021","89.3650","89.2850","89.4110","88.9070","123.85K","0.14%"
"11-01-2021","89.2410","89.5995","89.6730","89.2180","134.27K","-0.40%"
"08-01-2021","89.5950","90.1210","90.1550","89.3840","106.49K","-0.55%"
"07-01-2021","90.0860","90.1515","90.3245","89.8150","115.48K","-0.04%"
"06-01-2021","90.1180","89.9210","90.2880","89.7405","115.28K","0.23%"
"05-01-2021","89.9080","89.5010","90.0405","89.4900","114.62K","0.46%"
"04-01-2021","89.4960","89.4390","89.8550","89.2420","106.74K","0.85%"
"01-01-2021","88.7460","89.2430","89.3180","88.7665","0.50K","-0.51%"
